,clusters
1159,12
17477,10
14507,0
19396,10
18209,2
30184,11
40936,6
38390,4
42642,7
4014,10
14298,5
917,11
19958,7
25402,3
19967,2
417,15
48472,6
27506,3
26801,7
25847,0
31376,7
9594,15
37522,10
22236,11
12922,3
45205,10
10770,12
25259,10
47732,3
47063,4
28245,5
1852,14
47935,1
40886,5
33010,15
9274,11
29014,11
37983,7
757,0
36554,4
30720,4
31743,11
15433,12
30153,8
47859,11
46315,13
15484,14
34756,11
9394,5
34700,15
38280,3
30825,11
33584,5
26320,2
38499,1
3901,9
33737,10
7627,0
33198,7
32149,9
959,10
48511,15
37290,15
29069,7
35200,1
16851,9
36064,9
48557,10
23872,11
2612,4
22705,11
25142,0
20719,11
46472,1
2193,9
13588,5
47787,15
22547,11
12709,10
13895,10
41588,4
46971,15
19900,0
37246,15
5344,0
36810,10
35396,4
20837,2
42906,1
15764,3
33733,0
43684,10
42818,5
23327,5
39820,9
29494,0
49038,5
13415,13
22004,11
40207,11
6274,8
16131,13
44366,9
33179,12
9089,3
5756,0
24245,13
32754,11
13157,0
11565,7
43276,5
28728,5
12159,12
48150,5
23448,7
1554,11
31381,3
34278,5
39144,6
18823,3
25554,0
32565,3
9727,6
38568,10
25710,7
28663,11
28594,0
10104,4
22410,9
47171,11
48551,0
8866,13
16788,5
32133,3
2801,11
25951,7
18338,14
44781,7
37143,1
22342,4
28821,5
18000,12
27219,15
8303,10
32698,5
20395,11
36779,5
37304,4
7588,15
30895,11
13195,11
34872,0
25694,10
44692,3
36765,9
13691,10
3159,6
22270,7
2195,13
14778,9
48415,13
8108,5
21979,4
38011,7
23960,7
42979,6
4894,4
22916,5
6457,10
42297,11
30275,10
5327,10
5835,2
33095,15
37794,11
49018,15
28722,13
42132,14
25978,9
49495,14
6014,11
36844,5
31411,6
28829,3
2629,10
961,15
41215,5
44331,5
25996,2
35334,10
14426,10
12393,5
15445,5
6283,10
2339,3
3179,0
6970,15
34239,14
17058,3
6901,10
3430,10
2317,9
23371,10
7805,15
3597,5
38746,3
44518,1
14048,4
45175,11
37903,3
48251,7
14243,2
28190,9
39168,7
32987,13
31023,15
34520,1
11561,13
5679,13
9033,15
1266,1
44544,11
44090,11
3976,5
46605,0
31089,5
14268,8
10992,6
32818,11
17232,13
32400,3
29525,10
13429,2
44730,14
9587,5
9334,14
10864,6
21602,11
41345,5
23250,0
45955,10
37451,7
23168,7
47408,11
49367,1
5446,14
48940,1
35331,8
36128,3
39624,11
40043,2
18434,4
31850,0
21160,3
34992,3
13200,13
18166,8
10625,3
3284,9
23762,5
2336,1
371,6
15910,0
18619,7
33330,10
14722,6
38319,12
28762,7
4692,7
28291,11
38281,15
18384,7
23271,11
36730,13
34440,14
39711,6
32574,4
6219,11
36339,13
36377,11
44203,1
27420,6
41418,15
39267,10
37691,4
9084,15
18074,14
16804,11
18794,5
658,11
10867,10
7902,10
31235,14
48674,15
20688,11
25300,5
18107,14
19348,15
11959,2
44015,13
23949,2
22168,4
19325,1
27204,6
15587,3
25992,3
42524,2
22566,10
6950,10
31042,15
21399,0
14563,5
43456,15
18469,11
49037,11
10811,0
23641,5
25695,4
20856,10
6568,1
43239,12
27525,0
40192,7
38373,7
19382,3
35291,10
46157,4
21678,11
2674,1
32144,11
33167,13
35083,2
45164,11
48871,13
362,2
27150,5
18564,5
4940,15
45196,15
32738,4
18888,10
37310,11
42841,11
39033,9
30787,9
31610,7
4395,11
36219,10
8441,11
34275,15
18987,6
27180,13
25920,6
17600,11
21007,5
29261,0
46769,1
31615,15
38854,12
14576,11
22680,7
34393,13
13995,8
33229,13
22999,10
9352,11
26282,2
18584,13
20831,4
25055,2
46645,4
2687,11
44047,12
46564,5
17857,13
38064,1
4123,12
47758,11
3542,13
1602,11
5519,4
26738,12
19285,15
2480,3
45757,9
4467,15
3114,0
23531,5
18404,10
43193,11
17586,11
9267,6
38096,3
42832,8
14611,5
6850,7
24192,11
33456,4
28763,11
42532,3
47437,5
47557,11
31887,10
47230,8
8385,15
18176,5
26133,15
5463,10
155,3
4726,11
1898,3
8158,15
42103,12
24216,0
23912,11
33078,11
40593,7
33766,6
29803,5
42468,4
1796,12
13474,5
9563,6
48403,15
38071,10
25065,11
48850,1
44701,11
38558,2
22453,8
46325,3
8207,2
48738,7
12461,6
31054,0
20675,10
42970,10
19217,8
2061,7
39871,15
12910,4
27321,6
11510,13
1531,15
27709,2
5199,11
3770,0
19604,11
17721,2
48654,10
35575,6
4501,9
35854,1
31383,5
3885,11
7164,5
37026,12
27281,5
33945,0
44732,3
27962,2
34613,5
37657,7
11916,10
233,14
48964,10
9579,1
2716,11
13066,12
13092,11
19403,10
10496,3
34686,4
20205,11
41315,2
16559,2
25838,10
26314,5
42752,12
39918,12
3262,13
40056,10
34376,11
40241,4
36609,14
29282,5
30711,8
16858,5
48960,5
1253,6
36453,11
37101,15
10420,10
43063,11
30843,4
28526,8
20197,5
21074,0
37130,8
35670,3
6526,5
33032,3
48059,6
5001,7
49443,0
45411,10
4766,11
537,11
44979,10
40236,12
16362,12
28148,4
43948,15
451,13
45055,10
30894,12
7029,3
35512,3
36069,15
27515,7
39896,10
12732,15
9511,0
9851,13
7452,10
36601,6
184,2
43849,3
39654,14
27175,11
7202,11
28424,5
2711,11
3327,5
1358,11
26779,5
48524,10
47406,5
35209,9
43918,11
28729,5
15370,11
10744,4
30175,11
39555,11
47660,6
16539,11
41766,4
46587,3
49305,11
8252,15
47643,11
5729,11
6673,15
3057,10
6433,6
20527,0
20263,3
11586,5
28839,4
33689,14
23745,11
28521,7
39791,2
17305,2
18156,8
4859,10
41373,13
15175,11
32062,13
28724,8
13290,13
6691,7
49385,15
12522,3
5669,11
46161,11
3959,13
15273,15
23101,11
44455,5
26143,5
31123,4
2736,0
36610,10
43023,14
36403,8
15656,8
4472,5
5320,5
17929,0
11215,2
43838,3
40681,12
41929,3
21862,10
33981,5
9128,14
48238,11
15465,10
33247,5
40011,10
42028,11
6499,13
8546,7
13143,12
15294,5
13920,3
45049,10
12583,9
38298,13
27197,5
9157,12
36273,11
13731,11
1891,13
45567,5
21384,6
27083,14
46263,15
10709,11
25507,7
12,11
7810,4
26321,2
19446,5
4457,5
24619,15
43265,11
18127,5
42483,7
5511,10
36572,10
18323,10
24503,13
10988,11
28214,15
29786,3
7272,11
48973,15
27478,14
29678,2
35266,3
34338,11
16581,5
36133,7
49064,11
3565,10
39325,14
14621,10
47619,11
7339,10
32181,8
47835,11
24045,7
11441,11
8931,13
38378,11
35216,6
28038,4
43598,0
32442,9
38583,5
41958,2
15372,7
15365,5
3371,10
7025,5
8878,11
17266,10
10442,7
12331,9
22433,10
43860,1
30631,8
12088,2
15850,5
41936,12
30846,7
25425,11
4137,11
15694,3
31545,3
38929,3
8286,7
28431,0
12741,0
25483,12
26594,5
28495,6
7900,0
616,0
8778,1
12546,10
45967,11
9690,0
7205,5
42801,4
17779,8
38289,2
13909,10
22512,8
23043,15
39967,10
4765,6
2522,12
8974,13
24921,0
35262,15
45559,10
38467,11
46357,0
23285,11
2002,12
31039,2
8685,11
12120,5
31841,11
32341,9
10351,2
7079,5
6686,10
31240,9
44194,3
36726,1
12970,15
3915,10
35413,6
24963,14
46219,13
13367,14
34869,5
2009,12
21898,10
4047,9
25534,15
13837,10
39806,0
27945,15
32938,3
19308,6
40962,14
4572,10
12233,11
25438,6
22908,13
7915,5
9791,7
41746,15
48718,4
48518,10
38634,3
22251,3
2226,15
35545,12
21847,5
16594,6
41873,2
9969,7
35421,9
11135,11
22468,5
30777,10
34610,10
23727,15
5823,1
45335,12
27823,12
29740,15
18030,4
7650,15
8447,15
43090,8
12361,2
48853,12
20314,11
45156,14
37014,10
21896,13
15071,15
5396,1
5048,5
31435,10
30795,11
5380,11
47417,11
25443,4
5742,13
28647,5
35588,11
29613,7
8424,5
47798,7
17140,8
25478,4
2032,11
38789,7
38535,10
11620,10
26691,11
15699,11
41427,9
44891,14
26035,12
12516,11
16129,11
3772,11
25624,3
40039,12
13614,0
16660,12
15145,3
3285,11
47395,7
12951,4
36749,15
37110,10
40672,5
37924,6
33165,5
14309,5
7622,11
24206,10
10844,5
15441,3
44115,15
48387,8
46181,4
47206,11
12596,13
33057,12
39848,12
1794,4
27446,15
22675,0
42589,15
25486,10
31911,12
34470,14
218,11
17198,12
26328,11
39824,2
44745,14
25870,10
7849,6
13005,4
10900,10
46829,11
38781,3
3965,0
45507,6
4025,11
15255,3
28752,10
44962,3
15692,5
45290,2
17008,3
2613,13
12009,7
17537,7
13133,12
32970,8
11525,10
39128,11
24876,10
43174,10
19320,12
40258,7
24498,3
16694,0
7433,0
33812,5
11027,10
14535,4
10284,6
13559,6
44767,11
45362,1
12229,11
11697,13
49249,2
45107,15
15541,12
7277,10
37365,5
45765,12
16084,3
11195,15
26531,11
16627,13
48237,4
7863,6
14983,11
13636,7
42821,11
28654,13
22739,12
31134,10
18938,11
12158,10
35776,10
42042,4
16978,13
24794,10
33281,13
20073,5
26069,6
15060,15
17529,5
28898,15
8512,11
23649,5
47795,0
11910,11
15595,5
37102,2
29499,15
24017,4
11173,15
28649,13
45948,1
33490,0
1114,5
3841,4
35669,11
2237,11
28074,7
8387,11
40761,3
9818,7
22484,5
38430,12
48588,2
37966,9
24904,11
3095,12
37796,13
1351,7
26330,10
13047,13
34714,13
43337,0
11094,11
24924,2
14127,11
14376,10
27520,5
14118,11
41350,7
23909,10
5687,15
40875,11
446,6
17175,7
32878,7
4113,5
33783,6
46277,10
28252,7
45662,1
35368,6
41815,2
37264,11
46194,10
13412,7
17507,0
38009,13
40007,14
44646,10
48211,12
35167,11
17647,4
3659,11
32893,13
45576,11
25587,11
11976,13
23144,6
7222,11
5457,13
17064,5
46989,0
3985,13
11296,3
4494,15
6661,15
9831,14
42225,4
40406,5
16176,7
18527,11
28767,14
13349,0
45165,11
39544,10
6608,6
28492,0
29937,3
38376,7
45916,11
37345,7
17048,15
6524,10
29262,10
9582,2
41923,6
4367,15
14405,0
6346,7
18165,4
39392,4
18719,0
13078,11
1759,5
29807,2
4290,10
1571,2
42144,10
11024,11
45120,2
30936,15
26453,2
8661,11
968,7
23044,15
7640,10
28732,13
7100,15
23548,5
24454,3
1804,10
20768,13
40767,1
37698,1
1798,10
881,6
45688,2
11810,5
37415,14
40222,13
32722,5
41733,3
21474,14
10517,7
1498,10
31534,6
28855,9
28574,15
45867,7
22594,14
41825,11
37834,6
8995,8
7448,12
43504,4
25603,5
23714,2
32249,8
25135,5
8431,11
21541,11
32543,6
463,5
27141,11
15738,12
49568,2
16472,11
44256,7
21176,14
43141,11
7357,13
11265,6
22883,15
1081,2
38560,10
44177,1
26646,13
29810,8
43213,8
30539,3
5130,5
28905,15
39228,0
15430,15
40667,6
29459,7
8565,12
35615,13
32189,11
38351,10
13436,0
16071,15
35620,1
24524,5
46211,11
8539,10
1875,6
12063,5
8682,11
9484,15
31303,2
7071,5
15905,11
47601,15
10355,10
48900,13
41565,11
10081,1
31142,13
47464,5
13379,11
43471,10
45054,3
32867,9
32009,9
23801,4
21368,4
24621,15
18041,11
29000,11
30637,7
36471,3
2489,11
18735,13
32727,3
46353,15
13220,10
7938,14
26671,3
49059,15
20851,5
10927,5
26418,15
25588,11
48675,11
20651,10
41103,9
39913,11
21713,6
27084,11
36796,7
300,5
19454,8
46118,9
8178,15
45878,10
43401,4
592,10
28983,7
42916,15
5825,5
42947,11
13190,3
35697,11
17284,15
14944,12
715,14
32620,11
34638,1
39773,10
28244,7
34371,0
20128,14
9888,10
15672,11
22983,11
41984,3
44422,1
18198,2
30983,15
13319,12
29450,3
26951,12
24494,5
15362,5
19209,5
3454,5
48780,3
14873,12
12020,4
31802,3
5700,6
43451,10
41456,4
38948,6
30813,11
13580,11
43316,2
7843,10
1923,13
18827,4
22647,11
1540,1
30166,5
44749,9
28572,11
729,12
8167,9
43636,11
32349,3
9567,7
17122,15
30302,3
41143,8
22203,9
5580,7
34349,2
4866,3
14724,11
21837,8
44737,6
39238,1
3190,10
32823,15
14269,13
6159,3
22454,10
29838,10
197,11
41868,6
49330,10
3458,2
9452,11
49155,4
41288,14
48210,12
5285,4
24117,10
41753,14
9147,12
15082,0
4460,5
36046,10
40166,14
45224,5
19701,10
3778,5
15016,11
7368,0
3520,11
30131,15
18046,10
37231,4
22186,12
34796,10
33933,6
23896,6
46257,1
31031,7
4613,10
19821,0
19098,9
21517,5
15470,2
48540,10
37203,3
8291,6
17980,11
17423,3
36366,13
29300,8
23607,0
34265,14
41005,11
2162,10
42542,9
27844,0
31746,6
18817,8
11562,14
38175,15
36231,6
9337,14
48845,12
15178,7
20610,15
25185,3
22839,3
35594,11
24569,13
23569,3
28105,12
10390,6
19233,5
8501,10
29288,14
23178,6
25071,8
42531,10
48070,6
24341,4
37306,5
44899,11
7245,14
22213,13
14001,11
47711,11
48878,9
42288,3
3759,5
34274,13
40784,15
47236,8
45904,1
2633,8
2664,11
49438,11
22437,15
20411,10
19843,3
30176,15
28777,5
8468,15
30681,0
37780,15
8690,12
23352,0
48129,15
49478,7
34466,11
17801,1
11375,13
45229,15
17185,3
35062,6
47333,11
45197,11
29531,11
20361,12
40921,7
3200,5
25260,14
3682,5
27455,5
14358,11
45361,7
35598,1
37129,15
31958,15
34501,7
40033,6
2517,13
30597,5
29783,15
9947,3
16825,8
9034,1
26704,7
30434,6
28023,13
948,12
41414,13
24934,15
3029,7
37886,3
131,9
34110,15
37904,10
34365,11
12019,10
29640,8
26162,15
18428,5
17947,0
37505,1
15216,4
13489,15
20452,13
18741,15
13871,15
43105,9
45203,11
28137,2
43621,10
43863,5
40190,10
28978,5
24044,6
46196,11
9899,7
546,5
27371,2
27331,11
28771,9
35250,3
2624,12
25089,3
35029,11
5450,15
19406,10
5938,15
941,1
26900,3
28098,7
22584,0
33382,6
45101,6
32917,15
37201,3
12889,11
39438,0
38,13
2490,3
16536,12
18637,15
32990,10
15881,14
26924,13
30540,15
26260,15
14474,5
29866,2
34215,0
34815,11
29789,15
3946,1
47102,11
17052,7
49000,13
22896,11
35112,4
47035,10
45137,10
3533,15
39254,2
19471,0
31016,15
46870,11
32606,6
4022,5
22503,5
12881,6
651,11
31685,5
19018,6
25853,5
31774,12
35125,1
35110,10
45699,15
9574,7
21071,2
9047,1
12113,11
18212,3
27685,7
15189,15
18795,11
41563,13
768,13
16699,6
19692,7
40877,15
6035,11
47570,0
32969,10
31522,7
30464,0
46403,5
14163,6
46893,5
10846,9
45624,3
19385,13
27640,3
34866,6
45419,7
12173,11
36336,11
48192,3
37697,12
28804,10
6421,1
40088,11
27518,11
41196,14
11064,9
38697,6
16388,5
46665,10
21373,4
27868,13
35337,0
20141,5
35877,10
44312,4
39890,5
20376,5
49377,3
39784,2
40691,4
31351,5
9136,2
38415,4
20574,2
9531,10
36129,13
41850,0
9708,11
6892,4
5992,10
39757,7
18388,0
23629,8
21718,6
44788,12
33345,0
35048,4
3761,1
18595,11
38908,11
23267,15
30059,13
19835,0
3162,11
26798,15
20900,8
36023,11
44155,11
487,7
48970,10
17074,11
27253,15
25280,10
3082,10
35965,7
6551,0
5073,6
17903,7
44668,2
16273,3
33521,15
20927,5
31375,6
24632,11
32920,15
15331,7
664,8
15067,10
38612,11
37992,10
45634,0
35502,7
28305,11
6547,4
29144,0
9668,15
4246,5
17873,11
36957,10
17017,12
26519,5
7269,2
3449,5
48672,5
11446,0
31428,13
19947,14
38260,5
10932,8
33960,11
30402,11
46330,13
17657,5
18298,5
17155,12
26167,7
49053,0
35763,8
42377,2
30114,5
32018,9
33325,5
48946,15
11473,0
43953,6
19663,15
11336,15
21494,5
44658,9
15736,11
13499,11
19144,7
40119,15
28733,7
13249,10
14151,6
30922,0
40916,7
24647,15
14625,11
17163,3
37234,3
19630,2
36977,12
44215,3
11400,7
46745,15
10869,15
1279,10
47909,7
36576,11
40937,5
24043,10
41967,4
7150,6
34544,11
11576,0
1192,10
14097,0
37175,10
37557,11
15476,5
45128,15
30079,7
11848,11
28989,11
45517,7
30841,15
9717,5
13331,13
36223,1
9231,11
2221,5
9421,8
22874,12
48125,11
29158,11
39823,0
4517,10
47228,14
34346,13
23826,9
6472,2
21708,3
27284,15
12869,13
29997,15
14704,5
40370,13
8964,7
981,8
8560,7
9360,0
18960,3
24211,5
25370,10
22361,12
42980,13
33739,0
9812,11
27109,7
27234,11
5569,11
25367,15
9296,8
36136,0
6362,1
38562,14
35686,12
3119,11
39031,7
22135,5
28845,4
21107,6
7911,13
30041,5
17188,12
16358,12
26816,5
43071,3
10046,9
5438,11
16584,11
28208,6
21512,4
30900,5
15652,11
16927,0
42007,7
31896,8
17263,3
12897,15
21904,15
5082,11
19808,11
7840,11
26078,0
31253,11
2804,11
12448,6
7325,11
32151,7
24949,13
14445,0
47368,12
11222,5
16921,11
23989,5
14353,9
5293,10
16934,11
42406,6
42332,5
22542,11
31366,14
20830,0
41728,10
7418,6
24225,5
33270,10
47518,3
36312,7
45364,10
4986,15
8542,7
24757,10
45794,11
7838,8
1056,2
27442,11
38447,1
38155,11
23126,11
49248,11
13237,10
48749,11
48056,8
5067,0
2703,8
39409,5
34138,4
13812,2
43033,3
8008,10
35348,14
39062,2
6575,5
44896,3
46651,11
31555,10
17641,11
21762,7
29197,13
48109,5
22315,4
13301,2
43726,14
47805,15
2640,4
9641,10
45899,0
8330,11
26336,2
47101,1
21493,13
23563,11
32855,5
14641,3
46210,1
27427,2
9680,7
37196,6
46123,3
46838,3
21776,11
41788,7
31469,11
35390,10
48427,7
19410,5
38838,3
49558,11
16814,11
21683,13
4281,14
47540,8
26513,11
1088,15
1362,11
38038,5
7305,14
198,7
26661,15
6747,1
5774,3
3311,0
35540,10
16157,5
16670,0
166,14
42758,7
9273,0
17710,15
44825,10
32439,6
43721,15
26762,5
8428,8
30523,13
6676,10
44595,1
31436,2
4968,0
18190,2
28553,7
26678,13
14767,11
5070,0
10343,7
23698,9
30817,3
10164,11
30662,8
44458,11
35117,1
14035,10
32660,13
34668,10
45121,3
11384,10
42964,11
12853,12
611,14
38871,9
15677,2
7286,6
12413,10
16118,7
1290,2
17936,2
37052,11
34375,3
33877,0
18644,7
22794,3
36113,10
2807,0
9395,10
38575,11
45459,2
10493,11
15427,15
23237,3
47414,4
25162,10
24363,4
15357,15
30767,8
222,2
22855,0
20740,8
32902,13
26318,11
12428,5
25472,9
10375,11
28601,12
2559,11
20157,11
25220,15
12557,10
6022,7
23915,3
14839,11
685,4
2650,15
31913,0
47098,13
14642,6
6373,13
20116,5
21232,15
29178,13
25573,10
13410,3
21910,7
17254,3
6,13
18449,2
4204,11
24055,11
25965,13
24108,5
30089,2
44437,10
23392,0
28736,2
43264,7
49217,2
42445,1
3126,8
45994,11
35913,9
10560,3
38258,1
7837,12
28176,1
5686,5
32514,13
35026,6
22380,0
11783,15
43599,10
3862,9
42941,11
23594,14
17512,2
25446,8
44219,11
37569,11
14670,5
36768,11
48174,11
47863,1
40730,10
3837,8
7815,15
42213,2
16522,13
21530,6
39353,12
36279,10
29456,13
1236,4
9910,9
3385,11
8506,11
17240,3
964,3
34126,6
23537,3
21103,7
11651,9
177,10
48610,10
10296,5
20482,15
34830,11
46032,9
18727,11
22843,11
22770,10
13507,10
38003,3
17900,2
21154,9
35319,11
20302,3
2376,1
16589,15
15274,10
21262,13
14548,7
8654,11
39729,2
6425,8
33066,2
39037,3
30272,3
33725,12
30535,10
32399,3
4431,10
9275,0
30009,5
33243,11
20130,11
30384,6
39679,4
39609,4
22627,3
25198,4
7487,5
18806,7
48358,11
12040,8
36286,11
11314,7
41642,11
46521,3
42107,2
22639,3
18394,6
36175,8
20504,13
3904,11
866,13
27271,11
32109,15
8983,0
4816,3
41498,4
3180,4
2259,10
781,9
20053,8
43997,5
24862,11
9223,0
30326,6
20922,7
1904,7
24100,0
38335,3
35970,1
3444,10
30237,10
46198,11
1393,13
29097,7
17469,13
30102,11
35382,14
37823,6
25163,0
42232,4
8118,11
47789,1
5449,2
8624,10
7051,13
5284,10
14006,2
23651,7
18054,8
12814,15
22518,11
353,13
3705,11
22490,5
30404,0
11393,11
49122,12
5904,5
15895,13
5574,3
41115,15
2981,5
17990,10
27383,11
24241,10
23225,3
9149,7
327,3
24642,4
10581,10
39191,12
520,3
39181,12
47901,15
40233,10
40771,11
33506,0
26219,5
44967,2
8787,7
3381,15
26187,6
24040,10
19561,10
39989,2
32200,8
25369,13
23351,8
26737,11
19417,5
39175,10
22664,9
22228,3
2508,15
8106,3
4282,14
31502,0
19609,2
2774,10
42223,15
20803,8
20284,11
21318,13
7545,7
37224,10
41460,0
19009,11
26044,5
49284,7
27392,3
35234,7
28392,10
49371,14
144,0
40304,3
27884,2
14140,6
1600,14
4841,10
14364,5
25528,15
32191,4
8913,14
26589,14
38925,3
13763,5
31571,7
41131,9
42993,11
38165,2
29860,11
8592,13
31747,11
6262,3
4666,3
21935,13
15892,7
1396,8
6627,3
48961,5
37597,2
12026,10
46212,5
28909,2
597,0
33654,5
44931,1
25254,11
2622,2
28842,4
48702,2
468,0
31077,15
22240,11
24077,11
30676,4
43070,10
19347,4
3582,5
15600,5
45237,15
43405,4
43651,14
10249,13
28969,10
20833,10
46570,15
6855,8
5987,7
38159,3
38597,4
10797,15
17313,9
26962,10
5129,11
17490,0
16497,11
14000,10
41277,12
16739,11
22807,10
3535,5
20335,3
10026,11
34915,1
22949,3
44465,15
30287,6
45704,8
23719,13
8536,15
44435,6
26469,5
3436,0
10396,5
858,4
1895,11
1265,3
1122,7
4122,11
27642,11
10794,1
41087,5
5405,11
13149,3
28173,7
10743,15
29231,0
29321,2
10712,11
26567,11
41761,4
42277,10
15395,8
17919,7
7565,9
29949,2
38313,10
3071,10
28795,7
25779,15
35182,1
25643,10
40123,11
11102,15
22757,5
15330,12
3374,2
45471,11
22243,7
20579,3
26572,10
8456,10
40458,6
30290,8
45325,6
21550,0
46978,15
23759,11
46152,13
22585,10
8881,14
24097,1
23396,2
2071,10
16047,0
25654,10
37537,11
22383,15
18205,7
34811,12
8422,4
41679,15
37662,7
35537,11
49326,3
31663,11
24481,8
40708,15
29821,6
38598,15
27270,2
10287,10
42430,2
35852,4
1566,10
11621,11
9110,4
20183,9
28110,15
6081,11
16859,11
38491,12
37652,3
38163,9
31868,5
16711,10
14808,6
36452,11
44345,13
1063,3
47138,13
18187,7
242,15
29395,5
31430,10
1622,3
35369,1
41582,10
48390,11
40267,11
15218,12
18211,7
9458,1
7198,8
6634,13
21354,6
48589,3
10805,3
11530,10
23443,10
17666,11
25814,7
26809,7
30258,3
13586,10
24343,13
11859,15
5600,13
11689,0
38352,3
10939,2
29820,4
16232,12
29503,11
27201,11
31198,11
42208,8
10168,2
11698,8
28073,4
29060,4
4055,11
31055,0
49400,11
26943,11
25961,15
7075,5
19229,11
24679,3
31325,11
44934,14
5760,15
37016,3
47326,14
10943,7
44811,1
33988,15
43751,12
31524,10
10510,6
16489,5
1598,4
16944,13
16543,14
29253,10
37610,15
7549,6
32837,14
46474,5
27019,1
42070,7
15312,6
3357,5
1365,0
5551,13
36600,15
24240,10
48165,13
14150,10
11928,11
10543,11
1721,7
312,1
758,2
27120,13
34806,7
5447,6
37453,12
34997,15
20450,15
18406,15
14913,3
22397,15
49518,8
39070,10
47502,11
10082,11
33580,5
48397,11
24695,8
31120,5
25134,7
31508,0
30779,8
36383,15
27367,10
13688,2
22269,0
7068,11
3638,14
17318,5
32981,11
14281,3
23783,4
40728,14
46367,0
28043,11
24469,5
10391,0
15691,5
42467,12
668,0
48761,2
25051,7
41807,7
46384,11
15254,6
32695,5
8147,5
14793,3
42237,10
28552,10
10594,0
48666,5
35215,10
32672,5
31266,15
44779,3
13954,11
48968,12
16901,10
19091,10
3728,7
4300,7
25569,10
23736,5
46952,13
40614,1
10156,11
15887,7
33208,13
5912,10
14493,2
29271,15
46509,3
34541,15
28496,0
48469,15
27859,4
24526,5
19857,12
49014,11
12134,10
12354,10
6226,10
4992,4
12457,5
29608,0
29415,15
25561,13
14698,13
1757,4
32029,15
49534,12
20821,11
41574,6
23861,11
43907,11
28413,7
31847,5
10320,11
5962,11
35349,11
33593,7
2295,5
34020,13
1976,2
8271,10
22176,11
42620,13
41393,13
47183,5
25719,6
17991,15
46422,7
2425,11
37694,1
15909,5
29731,2
35797,6
36421,10
46076,3
32143,3
49574,11
26137,0
8826,1
36070,11
15259,5
48685,10
1812,5
29140,15
7594,0
7984,9
38874,10
35805,11
19705,10
43122,1
8790,14
20932,11
39134,10
7537,5
2632,11
1260,11
23094,6
46581,3
39402,7
16511,12
29259,15
14195,2
40256,10
33721,11
1982,13
10135,3
16516,12
1163,4
38375,4
34516,5
49213,7
22143,8
31106,15
11865,9
4176,1
15566,15
6163,1
1993,7
646,12
17106,10
21879,5
31227,9
33697,11
40290,0
4790,5
3103,15
35299,5
32714,15
15371,15
4305,14
3178,11
33585,3
34037,13
17951,10
27010,10
12504,5
38323,13
42325,8
46322,15
37639,11
31624,9
42489,10
18703,13
1640,12
24408,14
16607,5
16885,6
27456,10
18170,2
39613,4
22740,0
750,3
27900,5
16829,13
37439,10
32071,15
25677,10
40151,8
13251,8
33100,7
9926,4
40954,13
34592,5
12485,3
30916,3
46397,12
17329,11
25900,0
23373,1
44835,3
7808,6
15200,0
24128,6
35894,11
20967,12
25375,10
1341,15
5843,13
8493,11
47382,10
44549,2
8445,6
975,1
2957,3
17539,4
2118,5
40779,7
6578,3
39620,3
534,6
26245,14
9666,15
43671,3
3743,6
21676,10
13109,5
10174,5
47129,10
39104,0
43591,10
17301,11
45732,2
18843,10
22241,13
38673,6
10895,1
107,7
21770,10
39192,3
40901,9
42530,11
2734,0
32985,10
3795,5
9225,10
24820,3
45344,10
38124,1
8412,1
11712,10
30897,0
28756,11
615,11
21853,5
49072,6
30604,11
30253,6
41736,6
33918,15
33655,8
4284,15
30931,15
5456,11
5877,15
21983,3
12450,11
32846,10
10697,15
42473,11
30218,14
10494,3
23510,11
5481,6
27699,7
10802,15
24911,6
30123,6
29564,11
36050,11
29782,7
22331,3
17213,5
39715,11
19756,5
46225,8
48271,2
4133,11
